item,itemLabel,startDate,endDate,sourceDate,psid
Q6085330,Sadettin Tantan,1999-05-28,2001-06-05,,Q6085330-6EB37005-9240-4203-B5F7-D0263EE3B546
Q6075296,Rüştü Kazım Yücelen,2001-06-05,2002-08-05,,Q6075296-865DE334-39EE-4216-85EC-0017264B9D11
Q6049544,Muzaffer Ecemiş,2002-08-05,2002-11-18,,Q6049544-28EC7872-DA9F-4F41-B111-E9F0799105F2
Q318055,Abdülkadir Aksu,2002-11-18,2007-05-08,,Q318055-7AB8DC8D-CC1F-4292-BCB1-6ABF9E4CC9ED
Q7107079,Osman Güneş,2007-05-08,2007-08-29,,Q7107079-FD991500-6E4D-45D6-995B-EA39A8B4E341
Q854641,Beşir Atalay,2007-08-29,2011-03-08,,Q854641-4A678AC9-3D61-4FB0-A3B9-6A64D7947FAF
Q7107079,Osman Güneş,2011-03-08,2011-07-06,,Q7107079-1517B88E-5792-4416-8BAF-0C4445219F60
Q1941436,İdris Naim Şahin,2011-07-06,2013-01-24,,Q1941436-dae5f88d-4699-51f3-f6d9-d59f455a5266
Q6930701,Muammer Güler,2013-01-24,2013-12-25,,Q6930701-336E1DF9-D93D-454D-9183-BD4431F6E0E3
Q6034078,Efkan Ala,2013-12-25,2015-03-07,,Q6034078-C490C43A-CF08-4495-B4AE-F0AAA03AA85B
Q6036614,Sebahattin Öztürk,2015-03-07,2015-08-28,,Q6036614-BC0F0726-9E7D-4D25-A0DF-EA5619C1D619
Q6021021,Selami Altınok,2015-08-28,2015-11-17,,Q6021021-BEFEA71A-2256-4EA6-9943-2E9C74132BD9
Q6034078,Efkan Ala,2015-11-24,2016-08-31,,Q6034078-BD59A19E-3F68-48A7-BB53-FEB96A9D75F2
Q6098459,Süleyman Soylu,2018-07-10,,,Q6098459-11E0A91B-06C3-4AD6-915D-097CF7EEC28F
